"cc_iso3c","group","sort_order","metric","label","value","incise_average","imputed","description","source"
"CZE","opn",5,"opn_impact","Open data impact",0.46,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"DEU","opn",5,"opn_impact","Open data impact",0.55,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"DNK","opn",5,"opn_impact","Open data impact",0.63,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"ESP","opn",5,"opn_impact","Open data impact",0.56,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"EST","opn",5,"opn_impact","Open data impact",0,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"FIN","opn",5,"opn_impact","Open data impact",0.37,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"FRA","opn",5,"opn_impact","Open data impact",0.9,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"GBR","opn",5,"opn_impact","Open data impact",0.82,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"GRC","opn",5,"opn_impact","Open data impact",0.37,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"HRV","opn",5,"opn_impact","Open data impact",0.1,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"HUN","opn",5,"opn_impact","Open data impact",0.29,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"IRL","opn",5,"opn_impact","Open data impact",0.1,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"ISL","opn",5,"opn_impact","Open data impact",0.09,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"ISR","opn",5,"opn_impact","Open data impact",0.38,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"ITA","opn",5,"opn_impact","Open data impact",0.55,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"JPN","opn",5,"opn_impact","Open data impact",0.82,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"KOR","opn",5,"opn_impact","Open data impact",0.91,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"LTU","opn",5,"opn_impact","Open data impact",0.3,0.44,"Imputed value","Assessment of the political impact of open data policies and practice","W3F_2016"
"LVA","opn",5,"opn_impact","Open data impact",0,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"MEX","opn",5,"opn_impact","Open data impact",1,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"NLD","opn",5,"opn_impact","Open data impact",0.63,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"NOR","opn",5,"opn_impact","Open data impact",0.92,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"NZL","opn",5,"opn_impact","Open data impact",0.81,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"POL","opn",5,"opn_impact","Open data impact",0.1,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"PRT","opn",5,"opn_impact","Open data impact",0.27,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"ROU","opn",5,"opn_impact","Open data impact",0.22,0.44,"Imputed value","Assessment of the political impact of open data policies and practice","W3F_2016"
"SVK","opn",5,"opn_impact","Open data impact",0.63,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"SVN","opn",5,"opn_impact","Open data impact",0.18,0.44,"Imputed value","Assessment of the political impact of open data policies and practice","W3F_2016"
"SWE","opn",5,"opn_impact","Open data impact",0.29,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"TUR","opn",5,"opn_impact","Open data impact",0.18,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"USA","opn",5,"opn_impact","Open data impact",0.55,0.44,"","Assessment of the political impact of open data policies and practice","W3F_2016"
"AUS","opn",6,"opn_opendata","Open data extent",1,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"AUT","opn",6,"opn_opendata","Open data extent",0.39,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"BEL","opn",6,"opn_opendata","Open data extent",0.45,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"BGR","opn",6,"opn_opendata","Open data extent",0.31,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"CAN","opn",6,"opn_opendata","Open data extent",0.8,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"CHE","opn",6,"opn_opendata","Open data extent",0.12,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"CHL","opn",6,"opn_opendata","Open data extent",0.45,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"CZE","opn",6,"opn_opendata","Open data extent",0.41,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"DEU","opn",6,"opn_opendata","Open data extent",0.43,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"DNK","opn",6,"opn_opendata","Open data extent",0.72,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"ESP","opn",6,"opn_opendata","Open data extent",0.56,0.49,"Imputed value","Composite score from assessments of dataset published by the government","OKI_2016"
"EST","opn",6,"opn_opendata","Open data extent",0.75,0.49,"Imputed value","Composite score from assessments of dataset published by the government","OKI_2016"
"FIN","opn",6,"opn_opendata","Open data extent",0.8,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"FRA","opn",6,"opn_opendata","Open data extent",0.82,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"GBR","opn",6,"opn_opendata","Open data extent",1,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"GRC","opn",6,"opn_opendata","Open data extent",0.33,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"HRV","opn",6,"opn_opendata","Open data extent",0.19,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"HUN","opn",6,"opn_opendata","Open data extent",0.41,0.49,"Imputed value","Composite score from assessments of dataset published by the government","OKI_2016"
"IRL","opn",6,"opn_opendata","Open data extent",0.42,0.49,"Imputed value","Composite score from assessments of dataset published by the government","OKI_2016"
"ISL","opn",6,"opn_opendata","Open data extent",0,0.49,"Imputed value","Composite score from assessments of dataset published by the government","OKI_2016"
"ISR","opn",6,"opn_opendata","Open data extent",0.23,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"ITA","opn",6,"opn_opendata","Open data extent",0.35,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"JPN","opn",6,"opn_opendata","Open data extent",0.63,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"KOR","opn",6,"opn_opendata","Open data extent",0.57,0.49,"Imputed value","Composite score from assessments of dataset published by the government","OKI_2016"
"LTU","opn",6,"opn_opendata","Open data extent",0.16,0.49,"Imputed value","Composite score from assessments of dataset published by the government","OKI_2016"
"LVA","opn",6,"opn_opendata","Open data extent",0.69,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"MEX","opn",6,"opn_opendata","Open data extent",0.72,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"NLD","opn",6,"opn_opendata","Open data extent",0.49,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"NOR","opn",6,"opn_opendata","Open data extent",0.8,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"NZL","opn",6,"opn_opendata","Open data extent",0.78,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"POL","opn",6,"opn_opendata","Open data extent",0.39,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"PRT","opn",6,"opn_opendata","Open data extent",0.15,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"ROU","opn",6,"opn_opendata","Open data extent",0.43,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"SVK","opn",6,"opn_opendata","Open data extent",0.35,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"SVN","opn",6,"opn_opendata","Open data extent",0.39,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"SWE","opn",6,"opn_opendata","Open data extent",0.47,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"TUR","opn",6,"opn_opendata","Open data extent",0.15,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"USA","opn",6,"opn_opendata","Open data extent",0.72,0.49,"","Composite score from assessments of dataset published by the government","OKI_2016"
"AUS","opn",7,"opn_govdata","Reusuble data",0.65,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"AUT","opn",7,"opn_govdata","Reusuble data",0.68,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"BEL","opn",7,"opn_govdata","Reusuble data",0.41,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"BGR","opn",7,"opn_govdata","Reusuble data",0.45,0.5,"Imputed value","Overall OURdata index score","OECD_2016_DATA"
"CAN","opn",7,"opn_govdata","Reusuble data",0.7,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"CHE","opn",7,"opn_govdata","Reusuble data",0.37,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"CHL","opn",7,"opn_govdata","Reusuble data",0.23,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"CZE","opn",7,"opn_govdata","Reusuble data",0.39,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"DEU","opn",7,"opn_govdata","Reusuble data",0.35,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"DNK","opn",7,"opn_govdata","Reusuble data",0.62,0.5,"Imputed value","Overall OURdata index score","OECD_2016_DATA"
"ESP","opn",7,"opn_govdata","Reusuble data",0.78,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"EST","opn",7,"opn_govdata","Reusuble data",0.4,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"FIN","opn",7,"opn_govdata","Reusuble data",0.66,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"FRA","opn",7,"opn_govdata","Reusuble data",0.88,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"GBR","opn",7,"opn_govdata","Reusuble data",0.8,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"GRC","opn",7,"opn_govdata","Reusuble data",0.51,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"HRV","opn",7,"opn_govdata","Reusuble data",0.28,0.5,"Imputed value","Overall OURdata index score","OECD_2016_DATA"
"HUN","opn",7,"opn_govdata","Reusuble data",0.46,0.5,"Imputed value","Overall OURdata index score","OECD_2016_DATA"
"IRL","opn",7,"opn_govdata","Reusuble data",0.5,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"ISL","opn",7,"opn_govdata","Reusuble data",0.21,0.5,"Imputed value","Overall OURdata index score","OECD_2016_DATA"
"ISR","opn",7,"opn_govdata","Reusuble data",0.5,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"ITA","opn",7,"opn_govdata","Reusuble data",0.48,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"JPN","opn",7,"opn_govdata","Reusuble data",0.82,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"KOR","opn",7,"opn_govdata","Reusuble data",1,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"LTU","opn",7,"opn_govdata","Reusuble data",0.29,0.5,"Imputed value","Overall OURdata index score","OECD_2016_DATA"
"LVA","opn",7,"opn_govdata","Reusuble data",0.11,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"MEX","opn",7,"opn_govdata","Reusuble data",0.8,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"NLD","opn",7,"opn_govdata","Reusuble data",0.65,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"NOR","opn",7,"opn_govdata","Reusuble data",0.52,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"NZL","opn",7,"opn_govdata","Reusuble data",0.57,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"POL","opn",7,"opn_govdata","Reusuble data",0.43,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"PRT","opn",7,"opn_govdata","Reusuble data",0.32,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"ROU","opn",7,"opn_govdata","Reusuble data",0.44,0.5,"Imputed value","Overall OURdata index score","OECD_2016_DATA"
"SVK","opn",7,"opn_govdata","Reusuble data",0.33,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"SVN","opn",7,"opn_govdata","Reusuble data",0.44,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"SWE","opn",7,"opn_govdata","Reusuble data",0.23,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"TUR","opn",7,"opn_govdata","Reusuble data",0,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"USA","opn",7,"opn_govdata","Reusuble data",0.62,0.5,"","Overall OURdata index score","OECD_2016_DATA"
"AUS","opn",8,"opn_right2info","Right to information",0.41,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"AUT","opn",8,"opn_right2info","Right to information",0.37,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"BEL","opn",8,"opn_right2info","Right to information",0.47,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"BGR","opn",8,"opn_right2info","Right to information",0.05,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"CAN","opn",8,"opn_right2info","Right to information",0.46,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"CHE","opn",8,"opn_right2info","Right to information",0.52,0.46,"Imputed value","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"CHL","opn",8,"opn_right2info","Right to information",0.55,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"CZE","opn",8,"opn_right2info","Right to information",0.37,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"DEU","opn",8,"opn_right2info","Right to information",0.61,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"DNK","opn",8,"opn_right2info","Right to information",0.69,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"ESP","opn",8,"opn_right2info","Right to information",0.35,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"EST","opn",8,"opn_right2info","Right to information",0.56,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"FIN","opn",8,"opn_right2info","Right to information",0.73,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"FRA","opn",8,"opn_right2info","Right to information",0.64,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"GBR","opn",8,"opn_right2info","Right to information",0.49,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"GRC","opn",8,"opn_right2info","Right to information",0.33,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"HRV","opn",8,"opn_right2info","Right to information",0.45,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"HUN","opn",8,"opn_right2info","Right to information",0,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"IRL","opn",8,"opn_right2info","Right to information",0.37,0.46,"Imputed value","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"ISL","opn",8,"opn_right2info","Right to information",0.11,0.46,"Imputed value","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"ISR","opn",8,"opn_right2info","Right to information",0.37,0.46,"Imputed value","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"ITA","opn",8,"opn_right2info","Right to information",0.4,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"JPN","opn",8,"opn_right2info","Right to information",0.41,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"KOR","opn",8,"opn_right2info","Right to information",0.53,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"LTU","opn",8,"opn_right2info","Right to information",0.37,0.46,"Imputed value","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"LVA","opn",8,"opn_right2info","Right to information",0.49,0.46,"Imputed value","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"MEX","opn",8,"opn_right2info","Right to information",0.35,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"NLD","opn",8,"opn_right2info","Right to information",0.71,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"NOR","opn",8,"opn_right2info","Right to information",0.86,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"NZL","opn",8,"opn_right2info","Right to information",0.6,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"POL","opn",8,"opn_right2info","Right to information",0.43,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"PRT","opn",8,"opn_right2info","Right to information",0.43,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"ROU","opn",8,"opn_right2info","Right to information",0.3,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"SVK","opn",8,"opn_right2info","Right to information",0.49,0.46,"Imputed value","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"SVN","opn",8,"opn_right2info","Right to information",0.39,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"SWE","opn",8,"opn_right2info","Right to information",1,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"TUR","opn",8,"opn_right2info","Right to information",0.15,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"USA","opn",8,"opn_right2info","Right to information",0.52,0.46,"","Assessment of whether requests for information held by a government agency are properly granted","WJP_2017"
"AUS","opn",9,"opn_accessinfo","Access to information",0.5,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"AUT","opn",9,"opn_accessinfo","Access to information",0.67,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"BEL","opn",9,"opn_accessinfo","Access to information",0.5,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"BGR","opn",9,"opn_accessinfo","Access to information",0.5,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"CAN","opn",9,"opn_accessinfo","Access to information",0.5,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"CHE","opn",9,"opn_accessinfo","Access to information",0.83,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"CHL","opn",9,"opn_accessinfo","Access to information",0.5,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"CZE","opn",9,"opn_accessinfo","Access to information",0.67,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"DEU","opn",9,"opn_accessinfo","Access to information",0.67,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"DNK","opn",9,"opn_accessinfo","Access to information",0.83,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"ESP","opn",9,"opn_accessinfo","Access to information",0.33,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"EST","opn",9,"opn_accessinfo","Access to information",0.83,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"FIN","opn",9,"opn_accessinfo","Access to information",1,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"FRA","opn",9,"opn_accessinfo","Access to information",0.5,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"GBR","opn",9,"opn_accessinfo","Access to information",0.83,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"GRC","opn",9,"opn_accessinfo","Access to information",0.67,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"HRV","opn",9,"opn_accessinfo","Access to information",0.67,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"HUN","opn",9,"opn_accessinfo","Access to information",0,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"IRL","opn",9,"opn_accessinfo","Access to information",0.67,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"ISL","opn",9,"opn_accessinfo","Access to information",0.33,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"ISR","opn",9,"opn_accessinfo","Access to information",0.67,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"ITA","opn",9,"opn_accessinfo","Access to information",0.5,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"JPN","opn",9,"opn_accessinfo","Access to information",0.17,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"KOR","opn",9,"opn_accessinfo","Access to information",0.33,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"LTU","opn",9,"opn_accessinfo","Access to information",0.83,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"LVA","opn",9,"opn_accessinfo","Access to information",1,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"MEX","opn",9,"opn_accessinfo","Access to information",0.17,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"NLD","opn",9,"opn_accessinfo","Access to information",0.5,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"NOR","opn",9,"opn_accessinfo","Access to information",1,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"NZL","opn",9,"opn_accessinfo","Access to information",0.67,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"POL","opn",9,"opn_accessinfo","Access to information",0.33,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"PRT","opn",9,"opn_accessinfo","Access to information",0.5,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"ROU","opn",9,"opn_accessinfo","Access to information",0.33,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"SVK","opn",9,"opn_accessinfo","Access to information",0.67,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"SVN","opn",9,"opn_accessinfo","Access to information",0.83,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"SWE","opn",9,"opn_accessinfo","Access to information",0.83,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"TUR","opn",9,"opn_accessinfo","Access to information",0,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"USA","opn",9,"opn_accessinfo","Access to information",0.5,0.57,"","Expert perceptions of whether citizens can obtain official documents/information","SGI_2018"
"AUS","opn",10,"opn_publiclaw","Published laws",1,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"AUT","opn",10,"opn_publiclaw","Published laws",0.6,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"BEL","opn",10,"opn_publiclaw","Published laws",0.54,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"BGR","opn",10,"opn_publiclaw","Published laws",0.32,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"CAN","opn",10,"opn_publiclaw","Published laws",0.93,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"CHE","opn",10,"opn_publiclaw","Published laws",0.34,0.57,"Imputed value","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"CHL","opn",10,"opn_publiclaw","Published laws",0.49,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"CZE","opn",10,"opn_publiclaw","Published laws",0.51,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"DEU","opn",10,"opn_publiclaw","Published laws",0.68,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"DNK","opn",10,"opn_publiclaw","Published laws",0.86,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"ESP","opn",10,"opn_publiclaw","Published laws",0.58,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"EST","opn",10,"opn_publiclaw","Published laws",0.9,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"FIN","opn",10,"opn_publiclaw","Published laws",0.98,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"FRA","opn",10,"opn_publiclaw","Published laws",0.89,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"GBR","opn",10,"opn_publiclaw","Published laws",0.99,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"GRC","opn",10,"opn_publiclaw","Published laws",0.3,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"HRV","opn",10,"opn_publiclaw","Published laws",0.28,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"HUN","opn",10,"opn_publiclaw","Published laws",0.32,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"IRL","opn",10,"opn_publiclaw","Published laws",0.52,0.57,"Imputed value","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"ISL","opn",10,"opn_publiclaw","Published laws",0,0.57,"Imputed value","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"ISR","opn",10,"opn_publiclaw","Published laws",0.31,0.57,"Imputed value","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"ITA","opn",10,"opn_publiclaw","Published laws",0.38,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"JPN","opn",10,"opn_publiclaw","Published laws",0.66,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"KOR","opn",10,"opn_publiclaw","Published laws",0.57,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"LTU","opn",10,"opn_publiclaw","Published laws",0.32,0.57,"Imputed value","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"LVA","opn",10,"opn_publiclaw","Published laws",0.8,0.57,"Imputed value","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"MEX","opn",10,"opn_publiclaw","Published laws",0.52,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"NLD","opn",10,"opn_publiclaw","Published laws",0.75,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"NOR","opn",10,"opn_publiclaw","Published laws",0.93,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"NZL","opn",10,"opn_publiclaw","Published laws",0.89,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"POL","opn",10,"opn_publiclaw","Published laws",0.41,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"PRT","opn",10,"opn_publiclaw","Published laws",0.25,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"ROU","opn",10,"opn_publiclaw","Published laws",0.39,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"SVK","opn",10,"opn_publiclaw","Published laws",0.43,0.57,"Imputed value","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"SVN","opn",10,"opn_publiclaw","Published laws",0.56,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"SWE","opn",10,"opn_publiclaw","Published laws",0.76,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"TUR","opn",10,"opn_publiclaw","Published laws",0.05,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"USA","opn",10,"opn_publiclaw","Published laws",0.71,0.57,"","Assessment of whether basic laws are publicised and quality of information published by the government","WJP_2017"
"AUS","pol",1,"pol_scholadvc","Scholarly advices",0.67,0.64,"","Expert perceptions of influence of non-governmental academics","SGI_2018"
